,lang,feature,accuracy,permute,epoch,lang_train,init,num_samples
4260,en,place,0.625,0.0,27,fren,fr19,150750
4261,fr,place,0.5263157894736842,0.0,27,fren,fr19,150750
4262,enfr,place,0.8640350877192983,0.0,27,fren,fr19,150750
4263,enfr,lang,1.0,0.0,27,fren,fr19,150750
4264,en,sonority,0.8461538461538461,0.0,28,fren,fr19,173188
4265,fr,sonority,0.8529411764705882,0.0,28,fren,fr19,173188
4266,enfr,sonority,0.8770739064856712,0.0,28,fren,fr19,173188
4267,en,manner,0.717948717948718,0.0,28,fren,fr19,173188
4268,fr,manner,0.7058823529411765,0.0,28,fren,fr19,173188
4269,enfr,manner,0.798265460030166,0.0,28,fren,fr19,173188
4270,en,voicing,0.8235294117647058,0.0,28,fren,fr19,173188
4271,fr,voicing,1.0,0.0,28,fren,fr19,173188
4272,enfr,voicing,1.0,0.0,28,fren,fr19,173188
4273,en,place,0.5833333333333334,0.0,28,fren,fr19,173188
4274,fr,place,0.5263157894736842,0.0,28,fren,fr19,173188
4275,enfr,place,0.8640350877192983,0.0,28,fren,fr19,173188
4276,enfr,lang,1.0,0.0,28,fren,fr19,173188
4277,en,sonority,0.8717948717948718,0.0,29,fren,fr19,198891
4278,fr,sonority,0.8529411764705882,0.0,29,fren,fr19,198891
4279,enfr,sonority,0.8642533936651584,0.0,29,fren,fr19,198891
4280,en,manner,0.7435897435897436,0.0,29,fren,fr19,198891
4281,fr,manner,0.7058823529411765,0.0,29,fren,fr19,198891
4282,enfr,manner,0.8129713423831071,0.0,29,fren,fr19,198891
4283,en,voicing,0.8235294117647058,0.0,29,fren,fr19,198891
4284,fr,voicing,1.0,0.0,29,fren,fr19,198891
4285,enfr,voicing,1.0,0.0,29,fren,fr19,198891
4286,en,place,0.625,0.0,29,fren,fr19,198891
4287,fr,place,0.6842105263157895,0.0,29,fren,fr19,198891
4288,enfr,place,0.8640350877192983,0.0,29,fren,fr19,198891
4289,enfr,lang,1.0,0.0,29,fren,fr19,198891
4290,en,sonority,0.8717948717948718,0.0,30,fren,fr19,228334
4291,fr,sonority,0.8529411764705882,0.0,30,fren,fr19,228334
4292,enfr,sonority,0.8642533936651584,0.0,30,fren,fr19,228334
4293,en,manner,0.7435897435897436,0.0,30,fren,fr19,228334
4294,fr,manner,0.7058823529411765,0.0,30,fren,fr19,228334
4295,enfr,manner,0.8257918552036199,0.0,30,fren,fr19,228334
4296,en,voicing,0.8823529411764706,0.0,30,fren,fr19,228334
4297,fr,voicing,1.0,0.0,30,fren,fr19,228334
4298,enfr,voicing,1.0,0.0,30,fren,fr19,228334
4299,en,place,0.6666666666666666,0.0,30,fren,fr19,228334
4300,fr,place,0.631578947368421,0.0,30,fren,fr19,228334
4301,enfr,place,0.8377192982456141,0.0,30,fren,fr19,228334
4302,enfr,lang,1.0,0.0,30,fren,fr19,228334
4303,en,sonority,0.8717948717948718,0.0,31,fren,fr19,262062
4304,fr,sonority,0.8529411764705882,0.0,31,fren,fr19,262062
4305,enfr,sonority,0.8623680241327301,0.0,31,fren,fr19,262062
4306,en,manner,0.7435897435897436,0.0,31,fren,fr19,262062
4307,fr,manner,0.7058823529411765,0.0,31,fren,fr19,262062
4308,enfr,manner,0.8110859728506787,0.0,31,fren,fr19,262062
4309,en,voicing,0.8823529411764706,0.0,31,fren,fr19,262062
4310,fr,voicing,1.0,0.0,31,fren,fr19,262062
4311,enfr,voicing,1.0,0.0,31,fren,fr19,262062
4312,en,place,0.7083333333333334,0.0,31,fren,fr19,262062
4313,fr,place,0.7894736842105263,0.0,31,fren,fr19,262062
4314,enfr,place,0.8640350877192983,0.0,31,fren,fr19,262062
4315,enfr,lang,1.0,0.0,31,fren,fr19,262062
4316,en,sonority,0.8461538461538461,0.0,32,fren,fr19,300698
4317,fr,sonority,0.8529411764705882,0.0,32,fren,fr19,300698
4318,enfr,sonority,0.8770739064856712,0.0,32,fren,fr19,300698
4319,en,manner,0.7435897435897436,0.0,32,fren,fr19,300698
4320,fr,manner,0.7352941176470589,0.0,32,fren,fr19,300698
4321,enfr,manner,0.8129713423831071,0.0,32,fren,fr19,300698
4322,en,voicing,0.8235294117647058,0.0,32,fren,fr19,300698
4323,fr,voicing,1.0,0.0,32,fren,fr19,300698
4324,enfr,voicing,0.9705882352941176,0.0,32,fren,fr19,300698
4325,en,place,0.7916666666666666,0.0,32,fren,fr19,300698
4326,fr,place,0.7894736842105263,0.0,32,fren,fr19,300698
4327,enfr,place,0.8640350877192983,0.0,32,fren,fr19,300698
4328,enfr,lang,1.0,0.0,32,fren,fr19,300698
4329,en,sonority,0.8974358974358975,0.0,33,fren,fr19,344956
4330,fr,sonority,0.8823529411764706,0.0,33,fren,fr19,344956
4331,enfr,sonority,0.8623680241327301,0.0,33,fren,fr19,344956
4332,en,manner,0.7435897435897436,0.0,33,fren,fr19,344956
4333,fr,manner,0.7352941176470589,0.0,33,fren,fr19,344956
4334,enfr,manner,0.8129713423831071,0.0,33,fren,fr19,344956
4335,en,voicing,0.8823529411764706,0.0,33,fren,fr19,344956
4336,fr,voicing,1.0,0.0,33,fren,fr19,344956
4337,enfr,voicing,0.9705882352941176,0.0,33,fren,fr19,344956
4338,en,place,0.75,0.0,33,fren,fr19,344956
4339,fr,place,0.7894736842105263,0.0,33,fren,fr19,344956
4340,enfr,place,0.8640350877192983,0.0,33,fren,fr19,344956
4341,enfr,lang,1.0,0.0,33,fren,fr19,344956
4342,en,sonority,0.8974358974358975,0.0,34,fren,fr19,395654
4343,fr,sonority,0.8823529411764706,0.0,34,fren,fr19,395654
4344,enfr,sonority,0.8604826546003017,0.0,34,fren,fr19,395654
4345,en,manner,0.7435897435897436,0.0,34,fren,fr19,395654
4346,fr,manner,0.7647058823529411,0.0,34,fren,fr19,395654
4347,enfr,manner,0.8110859728506787,0.0,34,fren,fr19,395654
4348,en,voicing,0.9411764705882353,0.0,34,fren,fr19,395654
4349,fr,voicing,1.0,0.0,34,fren,fr19,395654
4350,enfr,voicing,0.9705882352941176,0.0,34,fren,fr19,395654
4351,en,place,0.7916666666666666,0.0,34,fren,fr19,395654
4352,fr,place,0.7894736842105263,0.0,34,fren,fr19,395654
4353,enfr,place,0.8903508771929824,0.0,34,fren,fr19,395654
4354,enfr,lang,1.0,0.0,34,fren,fr19,395654
4355,en,sonority,0.8974358974358975,0.0,35,fren,fr19,453730
4356,fr,sonority,0.8823529411764706,0.0,35,fren,fr19,453730
4357,enfr,sonority,0.8623680241327301,0.0,35,fren,fr19,453730
4358,en,manner,0.7435897435897436,0.0,35,fren,fr19,453730
4359,fr,manner,0.7352941176470589,0.0,35,fren,fr19,453730
4360,enfr,manner,0.8257918552036199,0.0,35,fren,fr19,453730
4361,en,voicing,0.9411764705882353,0.0,35,fren,fr19,453730
4362,fr,voicing,1.0,0.0,35,fren,fr19,453730
4363,enfr,voicing,0.9705882352941176,0.0,35,fren,fr19,453730
4364,en,place,0.7916666666666666,0.0,35,fren,fr19,453730
4365,fr,place,0.7894736842105263,0.0,35,fren,fr19,453730
4366,enfr,place,0.8640350877192983,0.0,35,fren,fr19,453730
4367,enfr,lang,1.0,0.0,35,fren,fr19,453730
4368,en,sonority,0.8717948717948718,0.0,36,fren,fr19,520256
4369,fr,sonority,0.8529411764705882,0.0,36,fren,fr19,520256
4370,enfr,sonority,0.8880090497737556,0.0,36,fren,fr19,520256
4371,en,manner,0.7435897435897436,0.0,36,fren,fr19,520256
4372,fr,manner,0.7647058823529411,0.0,36,fren,fr19,520256
4373,enfr,manner,0.8404977375565611,0.0,36,fren,fr19,520256
4374,en,voicing,0.9411764705882353,0.0,36,fren,fr19,520256
4375,fr,voicing,1.0,0.0,36,fren,fr19,520256
4376,enfr,voicing,0.9705882352941176,0.0,36,fren,fr19,520256
4377,en,place,0.75,0.0,36,fren,fr19,520256
4378,fr,place,0.7894736842105263,0.0,36,fren,fr19,520256
4379,enfr,place,0.8640350877192983,0.0,36,fren,fr19,520256
4380,enfr,lang,1.0,0.0,36,fren,fr19,520256
4381,en,sonority,0.8974358974358975,0.0,37,fren,fr19,596463
4382,fr,sonority,0.8823529411764706,0.0,37,fren,fr19,596463
4383,enfr,sonority,0.8604826546003017,0.0,37,fren,fr19,596463
4384,en,manner,0.7435897435897436,0.0,37,fren,fr19,596463
4385,fr,manner,0.7352941176470589,0.0,37,fren,fr19,596463
4386,enfr,manner,0.8404977375565611,0.0,37,fren,fr19,596463
4387,en,voicing,0.8823529411764706,0.0,37,fren,fr19,596463
4388,fr,voicing,1.0,0.0,37,fren,fr19,596463
4389,enfr,voicing,1.0,0.0,37,fren,fr19,596463
4390,en,place,0.7916666666666666,0.0,37,fren,fr19,596463
4391,fr,place,0.7894736842105263,0.0,37,fren,fr19,596463
4392,enfr,place,0.8640350877192983,0.0,37,fren,fr19,596463
4393,enfr,lang,1.0,0.0,37,fren,fr19,596463
4394,en,sonority,0.8974358974358975,0.0,38,fren,fr19,683759
4395,fr,sonority,0.8823529411764706,0.0,38,fren,fr19,683759
4396,enfr,sonority,0.8329562594268476,0.0,38,fren,fr19,683759
4397,en,manner,0.7435897435897436,0.0,38,fren,fr19,683759
4398,fr,manner,0.7352941176470589,0.0,38,fren,fr19,683759
4399,enfr,manner,0.8552036199095023,0.0,38,fren,fr19,683759
4400,en,voicing,0.9411764705882353,0.0,38,fren,fr19,683759
4401,fr,voicing,1.0,0.0,38,fren,fr19,683759
4402,enfr,voicing,0.9705882352941176,0.0,38,fren,fr19,683759
4403,en,place,0.7916666666666666,0.0,38,fren,fr19,683759
4404,fr,place,0.7894736842105263,0.0,38,fren,fr19,683759
4405,enfr,place,0.8640350877192983,0.0,38,fren,fr19,683759
4406,enfr,lang,1.0,0.0,38,fren,fr19,683759
4407,en,sonority,0.8974358974358975,0.0,39,fren,fr19,783759
4408,fr,sonority,0.8823529411764706,0.0,39,fren,fr19,783759
4409,enfr,sonority,0.8476621417797888,0.0,39,fren,fr19,783759
4410,en,manner,0.7435897435897436,0.0,39,fren,fr19,783759
4411,fr,manner,0.7941176470588235,0.0,39,fren,fr19,783759
4412,enfr,manner,0.8404977375565611,0.0,39,fren,fr19,783759
4413,en,voicing,0.9411764705882353,0.0,39,fren,fr19,783759
4414,fr,voicing,1.0,0.0,39,fren,fr19,783759
4415,enfr,voicing,0.9705882352941176,0.0,39,fren,fr19,783759
4416,en,place,0.75,0.0,39,fren,fr19,783759
4417,fr,place,0.7894736842105263,0.0,39,fren,fr19,783759
4418,enfr,place,0.8848684210526316,0.0,39,fren,fr19,783759
4419,enfr,lang,1.0,0.0,39,fren,fr19,783759
4420,en,sonority,0.8974358974358975,0.0,40,fren,fr19,883759
4421,fr,sonority,0.8529411764705882,0.0,40,fren,fr19,883759
4422,enfr,sonority,0.8348416289592759,0.0,40,fren,fr19,883759
4423,en,manner,0.7435897435897436,0.0,40,fren,fr19,883759
4424,fr,manner,0.7941176470588235,0.0,40,fren,fr19,883759
4425,enfr,manner,0.8699095022624435,0.0,40,fren,fr19,883759
4426,en,voicing,0.9411764705882353,0.0,40,fren,fr19,883759
4427,fr,voicing,1.0,0.0,40,fren,fr19,883759
4428,enfr,voicing,0.9705882352941176,0.0,40,fren,fr19,883759
4429,en,place,0.7916666666666666,0.0,40,fren,fr19,883759
4430,fr,place,0.7894736842105263,0.0,40,fren,fr19,883759
4431,enfr,place,0.8848684210526316,0.0,40,fren,fr19,883759
4432,enfr,lang,1.0,0.0,40,fren,fr19,883759
4433,en,sonority,0.8974358974358975,0.0,41,fren,fr19,983759
4434,fr,sonority,0.8823529411764706,0.0,41,fren,fr19,983759
4435,enfr,sonority,0.8329562594268476,0.0,41,fren,fr19,983759
4436,en,manner,0.7435897435897436,0.0,41,fren,fr19,983759
4437,fr,manner,0.7941176470588235,0.0,41,fren,fr19,983759
4438,enfr,manner,0.8699095022624435,0.0,41,fren,fr19,983759
4439,en,voicing,0.9411764705882353,0.0,41,fren,fr19,983759
4440,fr,voicing,1.0,0.0,41,fren,fr19,983759
4441,enfr,voicing,1.0,0.0,41,fren,fr19,983759
4442,en,place,0.75,0.0,41,fren,fr19,983759
4443,fr,place,0.7894736842105263,0.0,41,fren,fr19,983759
4444,enfr,place,0.8848684210526316,0.0,41,fren,fr19,983759
4445,enfr,lang,1.0,0.0,41,fren,fr19,983759
4446,en,sonority,0.8974358974358975,0.0,42,fren,fr19,1083759
4447,fr,sonority,0.8823529411764706,0.0,42,fren,fr19,1083759
4448,enfr,sonority,0.8329562594268476,0.0,42,fren,fr19,1083759
4449,en,manner,0.7692307692307693,0.0,42,fren,fr19,1083759
4450,fr,manner,0.7941176470588235,0.0,42,fren,fr19,1083759
4451,enfr,manner,0.8680241327300151,0.0,42,fren,fr19,1083759
4452,en,voicing,0.9411764705882353,0.0,42,fren,fr19,1083759
4453,fr,voicing,1.0,0.0,42,fren,fr19,1083759
4454,enfr,voicing,0.9705882352941176,0.0,42,fren,fr19,1083759
4455,en,place,0.75,0.0,42,fren,fr19,1083759
4456,fr,place,0.7894736842105263,0.0,42,fren,fr19,1083759
4457,enfr,place,0.9057017543859649,0.0,42,fren,fr19,1083759
4458,enfr,lang,1.0,0.0,42,fren,fr19,1083759
4459,en,sonority,0.8974358974358975,0.0,43,fren,fr19,1183759
4460,fr,sonority,0.8529411764705882,0.0,43,fren,fr19,1183759
4461,enfr,sonority,0.8457767722473605,0.0,43,fren,fr19,1183759
4462,en,manner,0.7692307692307693,0.0,43,fren,fr19,1183759
4463,fr,manner,0.7941176470588235,0.0,43,fren,fr19,1183759
4464,enfr,manner,0.8680241327300151,0.0,43,fren,fr19,1183759
4465,en,voicing,0.9411764705882353,0.0,43,fren,fr19,1183759
4466,fr,voicing,1.0,0.0,43,fren,fr19,1183759
4467,enfr,voicing,1.0,0.0,43,fren,fr19,1183759
4468,en,place,0.75,0.0,43,fren,fr19,1183759
4469,fr,place,0.7894736842105263,0.0,43,fren,fr19,1183759
4470,enfr,place,0.8848684210526316,0.0,43,fren,fr19,1183759
4471,enfr,lang,1.0,0.0,43,fren,fr19,1183759
4472,en,sonority,0.8974358974358975,0.0,44,fren,fr19,1283759
4473,fr,sonority,0.8529411764705882,0.0,44,fren,fr19,1283759
4474,enfr,sonority,0.8201357466063348,0.0,44,fren,fr19,1283759
4475,en,manner,0.7692307692307693,0.0,44,fren,fr19,1283759
4476,fr,manner,0.7941176470588235,0.0,44,fren,fr19,1283759
4477,enfr,manner,0.8552036199095023,0.0,44,fren,fr19,1283759
4478,en,voicing,0.9411764705882353,0.0,44,fren,fr19,1283759
4479,fr,voicing,1.0,0.0,44,fren,fr19,1283759
4480,enfr,voicing,1.0,0.0,44,fren,fr19,1283759
4481,en,place,0.75,0.0,44,fren,fr19,1283759
4482,fr,place,0.7894736842105263,0.0,44,fren,fr19,1283759
4483,enfr,place,0.8848684210526316,0.0,44,fren,fr19,1283759
4484,enfr,lang,1.0,0.0,44,fren,fr19,1283759
4485,en,sonority,0.8974358974358975,0.0,45,fren,fr19,1383759
4486,fr,sonority,0.8823529411764706,0.0,45,fren,fr19,1383759
4487,enfr,sonority,0.8201357466063348,0.0,45,fren,fr19,1383759
4488,en,manner,0.7948717948717948,0.0,45,fren,fr19,1383759
4489,fr,manner,0.7941176470588235,0.0,45,fren,fr19,1383759
4490,enfr,manner,0.8699095022624435,0.0,45,fren,fr19,1383759
4491,en,voicing,0.9411764705882353,0.0,45,fren,fr19,1383759
4492,fr,voicing,1.0,0.0,45,fren,fr19,1383759
4493,enfr,voicing,1.0,0.0,45,fren,fr19,1383759
4494,en,place,0.7916666666666666,0.0,45,fren,fr19,1383759
4495,fr,place,0.7894736842105263,0.0,45,fren,fr19,1383759
4496,enfr,place,0.8848684210526316,0.0,45,fren,fr19,1383759
4497,enfr,lang,1.0,0.0,45,fren,fr19,1383759
4498,en,sonority,0.8974358974358975,0.0,46,fren,fr19,1483759
4499,fr,sonority,0.8529411764705882,0.0,46,fren,fr19,1483759
4500,enfr,sonority,0.807315233785822,0.0,46,fren,fr19,1483759
4501,en,manner,0.7692307692307693,0.0,46,fren,fr19,1483759
4502,fr,manner,0.7941176470588235,0.0,46,fren,fr19,1483759
4503,enfr,manner,0.8552036199095023,0.0,46,fren,fr19,1483759
4504,en,voicing,0.9411764705882353,0.0,46,fren,fr19,1483759
4505,fr,voicing,1.0,0.0,46,fren,fr19,1483759
4506,enfr,voicing,1.0,0.0,46,fren,fr19,1483759
4507,en,place,0.75,0.0,46,fren,fr19,1483759
4508,fr,place,0.7368421052631579,0.0,46,fren,fr19,1483759
4509,enfr,place,0.9057017543859649,0.0,46,fren,fr19,1483759
4510,enfr,lang,1.0,0.0,46,fren,fr19,1483759
4511,en,sonority,0.8974358974358975,0.0,47,fren,fr19,1583759
4512,fr,sonority,0.8823529411764706,0.0,47,fren,fr19,1583759
4513,enfr,sonority,0.8457767722473605,0.0,47,fren,fr19,1583759
4514,en,manner,0.7692307692307693,0.0,47,fren,fr19,1583759
4515,fr,manner,0.7941176470588235,0.0,47,fren,fr19,1583759
4516,enfr,manner,0.8680241327300151,0.0,47,fren,fr19,1583759
4517,en,voicing,0.9411764705882353,0.0,47,fren,fr19,1583759
4518,fr,voicing,1.0,0.0,47,fren,fr19,1583759
4519,enfr,voicing,1.0,0.0,47,fren,fr19,1583759
4520,en,place,0.75,0.0,47,fren,fr19,1583759
4521,fr,place,0.7368421052631579,0.0,47,fren,fr19,1583759
4522,enfr,place,0.8848684210526316,0.0,47,fren,fr19,1583759
4523,enfr,lang,1.0,0.0,47,fren,fr19,1583759
4524,en,sonority,0.8974358974358975,0.0,48,fren,fr19,1683759
4525,fr,sonority,0.9117647058823529,0.0,48,fren,fr19,1683759
4526,enfr,sonority,0.8035444947209653,0.0,48,fren,fr19,1683759
4527,en,manner,0.8205128205128205,0.0,48,fren,fr19,1683759
4528,fr,manner,0.7941176470588235,0.0,48,fren,fr19,1683759
4529,enfr,manner,0.8680241327300151,0.0,48,fren,fr19,1683759
4530,en,voicing,0.9411764705882353,0.0,48,fren,fr19,1683759
4531,fr,voicing,1.0,0.0,48,fren,fr19,1683759
4532,enfr,voicing,1.0,0.0,48,fren,fr19,1683759
4533,en,place,0.75,0.0,48,fren,fr19,1683759
4534,fr,place,0.7368421052631579,0.0,48,fren,fr19,1683759
4535,enfr,place,0.8848684210526316,0.0,48,fren,fr19,1683759
4536,enfr,lang,1.0,0.0,48,fren,fr19,1683759
4537,en,sonority,0.8974358974358975,0.0,49,fren,fr19,1783759
4538,fr,sonority,0.8529411764705882,0.0,49,fren,fr19,1783759
4539,enfr,sonority,0.8054298642533937,0.0,49,fren,fr19,1783759
4540,en,manner,0.7948717948717948,0.0,49,fren,fr19,1783759
4541,fr,manner,0.7941176470588235,0.0,49,fren,fr19,1783759
4542,enfr,manner,0.8404977375565611,0.0,49,fren,fr19,1783759
4543,en,voicing,0.9411764705882353,0.0,49,fren,fr19,1783759
4544,fr,voicing,1.0,0.0,49,fren,fr19,1783759
4545,enfr,voicing,1.0,0.0,49,fren,fr19,1783759
4546,en,place,0.75,0.0,49,fren,fr19,1783759
4547,fr,place,0.7368421052631579,0.0,49,fren,fr19,1783759
4548,enfr,place,0.8848684210526316,0.0,49,fren,fr19,1783759
4549,enfr,lang,1.0,0.0,49,fren,fr19,1783759
4550,en,sonority,0.8974358974358975,0.0,50,fren,fr19,1883759
4551,fr,sonority,0.8823529411764706,0.0,50,fren,fr19,1883759
4552,enfr,sonority,0.8348416289592759,0.0,50,fren,fr19,1883759
4553,en,manner,0.7692307692307693,0.0,50,fren,fr19,1883759
4554,fr,manner,0.7941176470588235,0.0,50,fren,fr19,1883759
4555,enfr,manner,0.8570889894419307,0.0,50,fren,fr19,1883759
4556,en,voicing,0.9411764705882353,0.0,50,fren,fr19,1883759
4557,fr,voicing,1.0,0.0,50,fren,fr19,1883759
4558,enfr,voicing,1.0,0.0,50,fren,fr19,1883759
4559,en,place,0.75,0.0,50,fren,fr19,1883759
4560,fr,place,0.7368421052631579,0.0,50,fren,fr19,1883759
4561,enfr,place,0.9057017543859649,0.0,50,fren,fr19,1883759
4562,enfr,lang,1.0,0.0,50,fren,fr19,1883759
4563,en,sonority,0.8974358974358975,0.0,51,fren,fr19,1983759
4564,fr,sonority,0.9117647058823529,0.0,51,fren,fr19,1983759
4565,enfr,sonority,0.7926093514328808,0.0,51,fren,fr19,1983759
4566,en,manner,0.7692307692307693,0.0,51,fren,fr19,1983759
4567,fr,manner,0.7941176470588235,0.0,51,fren,fr19,1983759
4568,enfr,manner,0.8699095022624435,0.0,51,fren,fr19,1983759
4569,en,voicing,0.9411764705882353,0.0,51,fren,fr19,1983759
4570,fr,voicing,1.0,0.0,51,fren,fr19,1983759
4571,enfr,voicing,1.0,0.0,51,fren,fr19,1983759
4572,en,place,0.75,0.0,51,fren,fr19,1983759
4573,fr,place,0.7368421052631579,0.0,51,fren,fr19,1983759
4574,enfr,place,0.8848684210526316,0.0,51,fren,fr19,1983759
4575,enfr,lang,1.0,0.0,51,fren,fr19,1983759
4576,en,sonority,0.8974358974358975,0.0,52,fren,fr19,2083759
4577,fr,sonority,0.8823529411764706,0.0,52,fren,fr19,2083759
4578,enfr,sonority,0.7888386123680242,0.0,52,fren,fr19,2083759
4579,en,manner,0.7692307692307693,0.0,52,fren,fr19,2083759
4580,fr,manner,0.7941176470588235,0.0,52,fren,fr19,2083759
4581,enfr,manner,0.8404977375565611,0.0,52,fren,fr19,2083759
4582,en,voicing,0.9411764705882353,0.0,52,fren,fr19,2083759
4583,fr,voicing,1.0,0.0,52,fren,fr19,2083759
4584,enfr,voicing,1.0,0.0,52,fren,fr19,2083759
4585,en,place,0.75,0.0,52,fren,fr19,2083759
4586,fr,place,0.7368421052631579,0.0,52,fren,fr19,2083759
4587,enfr,place,0.9057017543859649,0.0,52,fren,fr19,2083759
4588,enfr,lang,1.0,0.0,52,fren,fr19,2083759
4589,en,sonority,0.8974358974358975,0.0,53,fren,fr19,2183759
4590,fr,sonority,0.8823529411764706,0.0,53,fren,fr19,2183759
4591,enfr,sonority,0.8035444947209653,0.0,53,fren,fr19,2183759
4592,en,manner,0.7948717948717948,0.0,53,fren,fr19,2183759
4593,fr,manner,0.7941176470588235,0.0,53,fren,fr19,2183759
4594,enfr,manner,0.8533182503770739,0.0,53,fren,fr19,2183759
4595,en,voicing,0.9411764705882353,0.0,53,fren,fr19,2183759
4596,fr,voicing,1.0,0.0,53,fren,fr19,2183759
4597,enfr,voicing,1.0,0.0,53,fren,fr19,2183759
4598,en,place,0.75,0.0,53,fren,fr19,2183759
4599,fr,place,0.7368421052631579,0.0,53,fren,fr19,2183759
4600,enfr,place,0.9057017543859649,0.0,53,fren,fr19,2183759
4601,enfr,lang,1.0,0.0,53,fren,fr19,2183759
4602,en,sonority,0.8974358974358975,0.0,54,fren,fr19,2283759
4603,fr,sonority,0.8823529411764706,0.0,54,fren,fr19,2283759
4604,enfr,sonority,0.8476621417797888,0.0,54,fren,fr19,2283759
4605,en,manner,0.7948717948717948,0.0,54,fren,fr19,2283759
4606,fr,manner,0.7941176470588235,0.0,54,fren,fr19,2283759
4607,enfr,manner,0.8680241327300151,0.0,54,fren,fr19,2283759
4608,en,voicing,0.9411764705882353,0.0,54,fren,fr19,2283759
4609,fr,voicing,1.0,0.0,54,fren,fr19,2283759
4610,enfr,voicing,1.0,0.0,54,fren,fr19,2283759
4611,en,place,0.75,0.0,54,fren,fr19,2283759
4612,fr,place,0.7368421052631579,0.0,54,fren,fr19,2283759
4613,enfr,place,0.8848684210526316,0.0,54,fren,fr19,2283759
4614,enfr,lang,1.0,0.0,54,fren,fr19,2283759
4615,en,sonority,0.8974358974358975,0.0,55,fren,fr19,2383759
4616,fr,sonority,0.8823529411764706,0.0,55,fren,fr19,2383759
4617,enfr,sonority,0.7926093514328808,0.0,55,fren,fr19,2383759
4618,en,manner,0.7948717948717948,0.0,55,fren,fr19,2383759
4619,fr,manner,0.7941176470588235,0.0,55,fren,fr19,2383759
4620,enfr,manner,0.8423831070889894,0.0,55,fren,fr19,2383759
4621,en,voicing,0.9411764705882353,0.0,55,fren,fr19,2383759
4622,fr,voicing,1.0,0.0,55,fren,fr19,2383759
4623,enfr,voicing,1.0,0.0,55,fren,fr19,2383759
4624,en,place,0.75,0.0,55,fren,fr19,2383759
4625,fr,place,0.7368421052631579,0.0,55,fren,fr19,2383759
4626,enfr,place,0.9057017543859649,0.0,55,fren,fr19,2383759
4627,enfr,lang,1.0,0.0,55,fren,fr19,2383759
4628,en,sonority,0.8974358974358975,0.0,56,fren,fr19,2483759
4629,fr,sonority,0.8823529411764706,0.0,56,fren,fr19,2483759
4630,enfr,sonority,0.7779034690799397,0.0,56,fren,fr19,2483759
4631,en,manner,0.7692307692307693,0.0,56,fren,fr19,2483759
4632,fr,manner,0.7941176470588235,0.0,56,fren,fr19,2483759
4633,enfr,manner,0.8423831070889894,0.0,56,fren,fr19,2483759
4634,en,voicing,0.9411764705882353,0.0,56,fren,fr19,2483759
4635,fr,voicing,1.0,0.0,56,fren,fr19,2483759
4636,enfr,voicing,1.0,0.0,56,fren,fr19,2483759
4637,en,place,0.7916666666666666,0.0,56,fren,fr19,2483759
4638,fr,place,0.7368421052631579,0.0,56,fren,fr19,2483759
4639,enfr,place,0.8848684210526316,0.0,56,fren,fr19,2483759
4640,enfr,lang,1.0,0.0,56,fren,fr19,2483759
4641,en,sonority,0.8974358974358975,0.0,57,fren,fr19,2583759
4642,fr,sonority,0.8823529411764706,0.0,57,fren,fr19,2583759
4643,enfr,sonority,0.7926093514328808,0.0,57,fren,fr19,2583759
4644,en,manner,0.7692307692307693,0.0,57,fren,fr19,2583759
4645,fr,manner,0.7941176470588235,0.0,57,fren,fr19,2583759
4646,enfr,manner,0.8423831070889894,0.0,57,fren,fr19,2583759
4647,en,voicing,0.9411764705882353,0.0,57,fren,fr19,2583759
4648,fr,voicing,1.0,0.0,57,fren,fr19,2583759
4649,enfr,voicing,1.0,0.0,57,fren,fr19,2583759
4650,en,place,0.75,0.0,57,fren,fr19,2583759
4651,fr,place,0.7368421052631579,0.0,57,fren,fr19,2583759
4652,enfr,place,0.8848684210526316,0.0,57,fren,fr19,2583759
4653,enfr,lang,1.0,0.0,57,fren,fr19,2583759
4654,en,sonority,0.8974358974358975,0.0,58,fren,fr19,2683759
4655,fr,sonority,0.8529411764705882,0.0,58,fren,fr19,2683759
4656,enfr,sonority,0.7926093514328808,0.0,58,fren,fr19,2683759
4657,en,manner,0.7692307692307693,0.0,58,fren,fr19,2683759
4658,fr,manner,0.7941176470588235,0.0,58,fren,fr19,2683759
4659,enfr,manner,0.8423831070889894,0.0,58,fren,fr19,2683759
4660,en,voicing,0.9411764705882353,0.0,58,fren,fr19,2683759
4661,fr,voicing,1.0,0.0,58,fren,fr19,2683759
4662,enfr,voicing,1.0,0.0,58,fren,fr19,2683759
4663,en,place,0.75,0.0,58,fren,fr19,2683759
4664,fr,place,0.7368421052631579,0.0,58,fren,fr19,2683759
4665,enfr,place,0.8848684210526316,0.0,58,fren,fr19,2683759
4666,enfr,lang,1.0,0.0,58,fren,fr19,2683759
4667,en,sonority,0.8974358974358975,0.0,59,fren,fr19,2783759
4668,fr,sonority,0.8823529411764706,0.0,59,fren,fr19,2783759
4669,enfr,sonority,0.7888386123680242,0.0,59,fren,fr19,2783759
4670,en,manner,0.7692307692307693,0.0,59,fren,fr19,2783759
4671,fr,manner,0.7941176470588235,0.0,59,fren,fr19,2783759
4672,enfr,manner,0.8276772247360482,0.0,59,fren,fr19,2783759
4673,en,voicing,0.9411764705882353,0.0,59,fren,fr19,2783759
4674,fr,voicing,1.0,0.0,59,fren,fr19,2783759
4675,enfr,voicing,1.0,0.0,59,fren,fr19,2783759
